UF,Municipios,IDH,PIB per capita,Produto Interno Bruto Anual (R$ 1.000),GINI
SC,Aguas de Chapeco,"0,713",16043.25 ,103559.19,"0,4524"
SC,Aguas Frias,"0,745",41531.37 ,98761.6,"0,3764"
SC,Aguas Mornas,"0,723",25790.35 ,164490.88,"0,3433"
SC,Alfredo Wagner,"0,668",25993.75 ,259521.57,"0,5139"
SC,Alto Bela Vista,"0,755",28701.32 ,55910.17,"0,4735"
SC,Anchieta,"0,699",23510.34 ,134502.63,"0,4369"
SC,Angelina,"0,687",23064.55 ,112093.74,"0,4995"
SC,Anita Garibaldi,"0,688",19958.45 ,145956.17,"0,5068"
SC,Anitapolis,"0,674",17638.39 ,57077.82,"0,4423"
SC,Antonio Carlos,"0,749",78006.01 ,656108.54,"0,4333"
SC,Apiuna,"0,708",39068.46 ,415532.19,"0,3993"
SC,Arabuta,"0,733",32258.33 ,137614.05,"0,4713"
SC,Araquari,"0,703",113080.67 ,4151191.28,"0,4134"
SC,Ararangua,"0,760",27132.74 ,1833576.1,"0,4576"
SC,Armazem,"0,770",22211.06 ,190726.41,"0,4432"
SC,Arroio Trinta,"0,764",25153.91 ,89321.53,"0,4630"
SC,Arvoredo,"0,715",44685.15 ,100362.84,"0,3643"
SC,Ascurra,"0,742",24968.67 ,196977.83,"0,3523"
SC,Atalanta,"0,733",30763.79 ,99243.99,"0,4688"
SC,Aurora,"0,733",37057.50 ,210338.35,"0,4206"
SC,Balneario Arroio do Silva,"0,746",13503.00 ,171555.59,"0,5417"
SC,Balneario Barra do Sul,"0,716",17626.61 ,185960.73,"0,4176"
SC,Balneario Camboriu,"0,845",40002.30 ,5549599.18,"0,5261"
SC,Balneario Gaivota,"0,728",14239.64 ,152250.24,"0,4750"
SC,Balneario Picarras,"0,756",41741.30 ,939638.4,"0,4454"
SC,Balneario Rincao,-,17926.93 ,225341.46,
SC,Bandeirante,"0,672",22591.14 ,61176.81,"0,4023"
SC,Barra Bonita,"0,701",20724.12 ,35313.9,"0,4540"
SC,Barra Velha,"0,738",48950.39 ,1393275.06,"0,4481"
SC,Bela Vista do Toldo,"0,675",23763.33 ,149970.38,"0,4748"
SC,Belmonte,"0,705",19145.15 ,51749.34,"0,4452"
SC,Benedito Novo,"0,740",26235.82 ,302394.08,"0,3785"
SC,Biguacu,"0,739",27639.57 ,1864510.35,"0,4033"
SC,Blumenau,"0,806",48115.48 ,16958783.36,"0,4710"
SC,Bocaina do Sul,"0,647",22504.33 ,77864.99,"0,4174"
SC,Bom Jardim da Serra,"0,696",21180.50 ,99802.52,"0,5808"
SC,Bom Jesus,"0,718",34011.23 ,100707.26,"0,5251"
SC,Bom Jesus do Oeste,"0,712",24627.49 ,52850.6,"0,3888"
SC,Bom Retiro,"0,699",27619.92 ,272608.58,"0,4710"
SC,Bombinhas,"0,781",34165.56 ,655739.68,"0,4491"
SC,Botuvera,"0,724",62153.04 ,321269.06,"0,2855"
SC,Braco do Norte,"0,778",35572.21 ,1174452.03,"0,4070"
SC,Braco do Trombudo,"0,780",41870.16 ,155673.27,"0,3667"
SC,Brunopolis,"0,661",32851.48 ,81241.72,"0,4862"
SC,Brusque,"0,795",48408.17 ,6375501.43,"0,4170"
SC,Cacador,"0,735",42367.59 ,3298867.39,"0,4980"
SC,Caibi,"0,728",33662.83 ,207598.66,"0,4428"
SC,Calmon,"0,622",20889.18 ,70124.99,"0,4286"
SC,Camboriu,"0,726",18570.55 ,1501132.18,"0,4076"
SC,Campo Alegre,"0,714",41005.32 ,490997.68,"0,4126"
SC,Campo Belo do Sul,"0,641",32221.86 ,228163,"0,4594"
SC,Campo Ere,"0,690",34014.90 ,293752.63,"0,5121"
SC,Campos Novos,"0,742",54233.53 ,1948610.63,"0,4593"
SC,Canelinha,"0,697",15724.49 ,189951.84,"0,4780"
SC,Canoinhas,"0,757",31334.28 ,1702046.61,"0,5043"
SC,Capao Alto,"0,654",46324.02 ,118404.19,"0,5206"
SC,Capinzal,"0,752",36806.58 ,833963.56,"0,4490"
SC,Capivari de Baixo,"0,767",31917.87 ,783870.89,"0,3674"
SC,Catanduvas,"0,714",37883.59 ,406680.32,"0,4683"
SC,Caxambu do Sul,"0,691",31933.56 ,119271.85,"0,5084"
SC,Celso Ramos,"0,719",20150.34 ,55171.63,"0,4097"
SC,Cerro Negro,"0,621",25463.28 ,80998.69,"0,5573"
SC,Chapadao do Lageado,"0,704",28031.04 ,83224.15,"0,4728"
SC,Chapeco,"0,790",44321.07 ,9602336.74,"0,4819"
SC,Cocal do Sul,"0,780",39615.60 ,655400.45,"0,3806"
SC,Concordia,"0,800",45197.17 ,3349381.18,"0,4684"
SC,Cordilheira Alta,"0,747",58610.39 ,257006.58,"0,3969"
SC,Coronel Freitas,"0,744",26940.52 ,269997.89,"0,4103"
SC,Coronel Martins,"0,696",19657.66 ,50009.08,"0,4751"
SC,Correia Pinto,"0,702",44370.99 ,578597.77,"0,5014"
SC,Corupa,"0,780",28160.26 ,442369.58,"0,4831"
SC,Criciuma,"0,788",36073.31 ,7684445.37,"0,4870"
SC,Cunha Pora,"0,742",48327.51 ,534163.97,"0,3870"
SC,Cunhatai,"0,754",26238.93 ,51349.58,"0,4589"
SC,Curitibanos,"0,721",35989.53 ,1425005.26,"0,5154"
SC,Descanso,"0,743",26100.95 ,216846.66,"0,4345"
SC,Dionisio Cerqueira,"0,706",25541.91 ,394622.51,"0,5290"
SC,Dona Emma,"0,742",27871.79 ,114413.7,"0,4641"
SC,Doutor Pedrinho,"0,716",28437.93 ,114121.41,"0,3450"
SC,Entre Rios,"0,657",15045.79 ,47981.02,"0,4399"
SC,Ermo,"0,726",40662.24 ,84008.19,"0,4014"
SC,Erval Velho,"0,723",31785.85 ,140080.26,"0,4675"
SC,Faxinal dos Guedes,"0,758",41236.16 ,440649.56,"0,4751"
SC,Flor do Sertao,"0,708",25657.91 ,40693.45,"0,4827"
SC,Florianopolis,"0,847",42719.16 ,21059561.08,"0,5474"
SC,Formosa do Sul,"0,715",21914.41 ,55333.88,"0,4227"
SC,Forquilhinha,"0,753",32261.34 ,850666.92,"0,4569"
SC,Fraiburgo,"0,731",25498.89 ,925584.03,"0,4972"
SC,Frei Rogerio,"0,682",23743.48 ,49315.21,"0,5214"
SC,Galvao,"0,708",25565.90 ,75572.8,"0,4606"
SC,Garopaba,"0,753",25916.45 ,584882.55,"0,4508"
SC,Garuva,"0,725",60183.18 ,1071260.58,"0,4446"
SC,Gaspar,"0,765",43487.46 ,2977369.19,"0,4053"
SC,Governador Celso Ramos,"0,747",22084.49 ,316536.98,"0,4397"
SC,Grao-Para,"0,736",33450.95 ,218836.14,"0,4307"
SC,Gravatal,"0,757",21076.68 ,240758.95,"0,3993"
SC,Guabiruba,"0,754",41994.87 ,977304.6,"0,3683"
SC,Guaraciaba,"0,751",34131.63 ,346572.58,"0,4653"
SC,Guaramirim,"0,751",38693.40 ,1695622.04,"0,4585"
SC,Guaruja do Sul,"0,730",29911.64 ,153775.76,"0,4021"
SC,Guatambu,"0,717",48042.51 ,226280.24,"0,4506"
SC,Herval d'Oeste,"0,758",21180.37 ,476452.52,"0,4215"
SC,Ibiam,"0,725",27289.33 ,53459.8,"0,4723"
SC,Ibicare,"0,708",30855.75 ,99571.5,"0,4371"
SC,Ibirama,"0,737",23619.60 ,444095.75,"0,3719"
SC,Icara,"0,741",42042.20 ,2336747.51,"0,4153"
SC,Ilhota,"0,738",50605.82 ,708734.48,"0,4279"
SC,Imarui,"0,667",19014.64 ,196345.15,"0,4662"
SC,Imbituba,"0,765",39926.04 ,1773195.11,"0,4560"
SC,Imbuia,"0,713",29003.55 ,178458.86,"0,4922"
SC,Indaial,"0,777",38127.84 ,2589757.22,"0,3912"
SC,Iomere,"0,795",42639.29 ,124805.19,"0,3376"
SC,Ipira,"0,736",18877.63 ,84685.06,"0,4594"
SC,Ipora do Oeste,"0,759",28456.21 ,254540.84,"0,4347"
SC,Ipuacu,"0,660",29965.83 ,223185.52,"0,6086"
SC,Ipumirim,"0,738",43914.19 ,332210.84,"0,4185"
SC,Iraceminha,"0,722",24441.53 ,98132.75,"0,4362"
SC,Irani,"0,742",23059.27 ,238409.8,"0,4233"
SC,Irati,"0,707",19057.94 ,37201.11,"0,4563"
SC,Irineopolis,"0,699",31142.72 ,347397.01,"0,5498"
SC,Ita,"0,771",42687.35 ,265045.76,"0,4531"
SC,Itaiopolis,"0,708",34769.15 ,749483.72,"0,5099"
SC,Itajai,"0,795",117712.00 ,25413431.73,"0,4610"
SC,Itapema,"0,796",29597.10 ,1872016.78,"0,5066"
SC,Itapiranga,"0,775",46220.97 ,773554.22,"0,4520"
SC,Itapoa,"0,761",39735.17 ,793233.12,"0,4745"
SC,Ituporanga,"0,748",37632.20 ,933730.23,"0,4343"
SC,Jabora,"0,732",32091.41 ,126921.52,"0,4490"
SC,Jacinto Machado,"0,716",31700.91 ,331496.39,"0,4492"
SC,Jaguaruna,"0,721",23787.10 ,469914.2,"0,3972"
SC,Jaragua do Sul,"0,803",51652.44 ,8995685.58,"0,4339"
SC,Jardinopolis,"0,709",24954.93 ,39803.11,"0,5077"
SC,Joacaba,"0,827",64675.09 ,1929063.85,"0,5419"
SC,Joinville,"0,809",52792.59 ,30785682,"0,4919"
SC,Jose Boiteux,"0,694",20508.40 ,102234.38,"0,4405"
SC,Jupia,"0,719",26913.91 ,56788.34,"0,5727"
SC,Lacerdopolis,"0,781",41062.00 ,92184.2,"0,3925"
SC,Lages,"0,770",32355.43 ,5103843.09,"0,5592"
SC,Laguna,"0,752",19791.19 ,900499.11,"0,4483"
SC,Lajeado Grande,"0,771",28778.37 ,41354.51,"0,4368"
SC,Laurentino,"0,749",38934.69 ,267675.99,"0,3614"
SC,Lauro Muller,"0,735",24646.56 ,373986.95,"0,3843"
SC,Lebon Regis,"0,649",20402.40 ,246848.63,"0,4617"
SC,Leoberto Leal,"0,686",30480.78 ,93972.26,"0,5219"
SC,Lindoia do Sul,"0,743",23420.17 ,107264.37,"0,4295"
SC,Lontras,"0,704",26977.89 ,322169.97,"0,3777"
SC,Luiz Alves,"0,737",46083.39 ,581065.46,"0,4479"
SC,Luzerna,"0,789",30042.54 ,170821.86,"0,4292"
SC,Macieira,"0,662",27298.74 ,48700.96,"0,4036"
SC,Mafra,"0,777",34993.36 ,1960222.79,"0,4940"
SC,Major Gercino,"0,698",14383.12 ,49334.11,"0,5299"
SC,Major Vieira,"0,690",26205.89 ,210905,"0,4763"
SC,Maracaja,"0,768",27385.36 ,197366.29,"0,5043"
SC,Maravilha,"0,781",50727.80 ,1288638.28,"0,4538"
SC,Marema,"0,743",31240.29 ,57669.57,"0,4052"
SC,Massaranduba,"0,774",32809.40 ,548048.26,"0,3442"
SC,Matos Costa,"0,657",20235.45 ,51802.76,"0,4572"
SC,Meleiro,"0,738",34105.74 ,239695.18,"0,4347"
SC,Mirim Doce,"0,708",22672.28 ,52962.45,"0,4218"
SC,Modelo,"0,760",27394.38 ,115056.39,"0,4315"
SC,Mondai,"0,748",56640.75 ,656579.6,"0,4007"
SC,Monte Carlo,"0,643",16172.78 ,158881.36,"0,4588"
SC,Monte Castelo,"0,675",21278.78 ,176188.3,"0,3925"
SC,Morro da Fumaca,"0,738",36437.43 ,642829.06,"0,3616"
SC,Morro Grande,"0,701",36160.90 ,104794.3,"0,5493"
SC,Navegantes,"0,736",48187.98 ,3820583.88,"0,4463"
SC,Nova Erechim,"0,765",33144.33 ,163898.73,"0,4446"
SC,Nova Itaberaba,"0,736",24742.86 ,107210.82,"0,5448"
SC,Nova Trento,"0,748",41341.86 ,591684.74,"0,3632"
SC,Nova Veneza,"0,768",48411.29 ,725540.07,"0,4343"
SC,Novo Horizonte,"0,706",36844.55 ,91411.33,"0,4534"
SC,Orleans,"0,755",39817.94 ,907251.81,"0,4717"
SC,Otacilio Costa,"0,740",40840.77 ,755962.73,"0,4161"
SC,Ouro,"0,774",22712.09 ,166184.33,"0,4549"
SC,Ouro Verde,"0,695",39123.35 ,87127.7,"0,4004"
SC,Paial,"0,718",26723.38 ,41073.83,"0,4366"
SC,Painel,"0,664",20034.79 ,47342.2,"0,4989"
SC,Palhoca,"0,757",32626.34 ,5489675.75,"0,4031"
SC,Palma Sola,"0,704",30088.69 ,224912.92,"0,5048"
SC,Palmeira,"0,671",39215.33 ,102077.49,"0,4380"
SC,Palmitos,"0,737",38378.79 ,621045.54,"0,4682"
SC,Papanduva,"0,704",31184.55 ,599304.59,"0,4791"
SC,Paraiso,"0,700",28734.76 ,101002.68,"0,4544"
SC,Passo de Torres,"0,720",19144.41 ,164527.09,"0,4268"
SC,Passos Maia,"0,659",33066.57 ,138416.66,"0,4710"
SC,Paulo Lopes,"0,716",25654.38 ,190304.2,"0,4077"
SC,Pedras Grandes,"0,728",33180.20 ,132720.8,"0,3351"
SC,Penha,"0,743",23419.45 ,743895.51,"0,4239"
SC,Peritiba,"0,766",30218.70 ,85035.43,"0,4756"
SC,Pescaria Brava,-,10010.84 ,100328.68,
SC,Petrolandia,"0,716",29089.34 ,173692.46,"0,4786"
SC,Pinhalzinho,"0,783",56398.18 ,1122662.15,"0,4214"
SC,Pinheiro Preto,"0,777",45988.81 ,161558.7,"0,4470"
SC,Piratuba,"0,758",155119.78 ,615049.94,"0,4376"
SC,Planalto Alegre,"0,751",33286.73 ,94867.18,"0,4197"
SC,Pomerode,"0,780",61648.00 ,2026616.48,"0,3765"
SC,Ponte Alta,"0,673",24218.32 ,114165.15,"0,4578"
SC,Ponte Alta do Norte,"0,689",33833.93 ,115306.05,"0,4900"
SC,Ponte Serrada,"0,693",19642.03 ,226904.72,"0,4427"
SC,Porto Belo,"0,760",56537.87 ,1177910.07,"0,4312"
SC,Porto Uniao,"0,786",21427.35 ,755314.14,"0,5421"
SC,Pouso Redondo,"0,720",28157.09 ,483992.23,"0,4285"
SC,Praia Grande,"0,718",21879.04 ,160285.81,"0,5108"
SC,Presidente Castello Branco,"0,770",28902.12 ,45954.36,"0,4741"
SC,Presidente Getulio,"0,759",41362.31 ,712052.23,"0,4162"
SC,Presidente Nereu,"0,737",23049.94 ,52784.35,"0,5076"
SC,Princesa,"0,706",24547.86 ,71458.82,"0,4193"
SC,Quilombo,"0,730",35457.41 ,352659.38,"0,4021"
SC,Rancho Queimado,"0,753",40998.77 ,117584.48,"0,4221"
SC,Rio das Antas,"0,697",30774.48 ,191047.99,"0,4422"
SC,Rio do Campo,"0,729",24848.43 ,148568.79,"0,5134"
SC,Rio do Oeste,"0,754",24874.63 ,185465.25,"0,4778"
SC,Rio do Sul,"0,802",38796.66 ,2719645.65,"0,4644"
SC,Rio dos Cedros,"0,729",28748.91 ,331819.89,"0,3764"
SC,Rio Fortuna,"0,806",51792.65 ,238298,"0,5638"
SC,Rio Negrinho,"0,738",27502.30 ,1158011.66,"0,4457"
SC,Rio Rufino,"0,653",19550.74 ,48524.95,"0,4389"
SC,Riqueza,"0,714",24433.58 ,113274.07,"0,4469"
SC,Rodeio,"0,754",24814.20 ,285412.94,"0,4301"
SC,Romelandia,"0,692",17303.37 ,84613.46,"0,4744"
SC,Salete,"0,744",25910.80 ,197595.78,"0,4298"
SC,Saltinho,"0,654",18466.88 ,70321.89,"0,3947"
SC,Salto Veloso,"0,784",36676.48 ,171645.92,"0,5494"
SC,Sangao,"0,700",25663.39 ,319406.57,"0,4051"
SC,Santa Cecilia,"0,698",28120.98 ,470773.25,"0,5336"
SC,Santa Helena,"0,727",31185.85 ,70074.61,"0,3885"
SC,Santa Rosa de Lima,"0,757",23709.77 ,50667.77,"0,4698"
SC,Santa Rosa do Sul,"0,705",15931.64 ,132837.99,"0,3971"
SC,Santa Terezinha,"0,669",20603.10 ,181327.91,
SC,Santa Terezinha do Progresso,"0,682",21080.93 ,52365.04,"0,5659"
SC,Santiago do Sul,"0,728",26321.52 ,33849.48,"0,4621"
SC,Santo Amaro da Imperatriz,"0,781",37065.02 ,848974.21,"0,3816"
SC,Sao Bento do Sul,"0,782",38266.83 ,3198188.43,"0,5065"
SC,Sao Bernardino,"0,677",26708.17 ,63725.68,"0,4591"
SC,Sao Bonifacio,"0,731",24962.03 ,71441.34,"0,4797"
SC,Sao Carlos,"0,769",37942.44 ,424613.84,"0,4986"
SC,Sao Cristovao do Sul,"0,665",28867.32 ,158741.41,"0,4458"
SC,Sao Domingos,"0,765",34612.07 ,327326.35,"0,5864"
SC,Sao Francisco do Sul,"0,762",80165.53 ,4142714.25,"0,4625"
SC,Sao Joao Batista,"0,740",24798.96 ,898813.57,"0,3446"
SC,Sao Joao do Itaperiu,"0,738",45959.96 ,170373.59,"0,3448"
SC,Sao Joao do Oeste,"0,761",34777.41 ,221149.54,"0,4051"
SC,Sao Joao do Sul,"0,695",26468.77 ,192692.64,"0,4207"
SC,Sao Joaquim,"0,687",27919.27 ,747203.53,"0,4966"
SC,Sao Jose,"0,809",43665.31 ,10607482.94,"0,4506"
SC,Sao Jose do Cedro,"0,731",29589.39 ,409457.94,"0,4820"
SC,Sao Jose do Cerrito,"0,636",29609.26 ,249339.62,"0,4687"
SC,Sao Lourenco do Oeste,"0,749",40274.72 ,960833.95,"0,4706"
SC,Sao Ludgero,"0,755",48336.52 ,636350.26,"0,4379"
SC,Sao Martinho,"0,742",25501.71 ,81324.96,"0,4704"
SC,Sao Miguel da Boa Vista,"0,710",19990.31 ,36642.24,"0,4970"
SC,Sao Miguel do Oeste,"0,801",37963.89 ,1521972.33,"0,5043"
SC,Sao Pedro de Alcantara,"0,734",14164.08 ,80862.72,"0,4157"
SC,Saudades,"0,755",33257.91 ,321903.36,"0,3359"
SC,Schroeder,"0,769",24106.03 ,499669.82,"0,3450"
SC,Seara,"0,779",45693.62 ,799912.55,"0,5131"
SC,Serra Alta,"0,773",24864.15 ,81305.78,"0,4065"
SC,Sideropolis,"0,774",33528.51 ,466716.86,"0,4035"
SC,Sombrio,"0,728",26167.72 ,785293.18,"0,4112"
SC,Sul Brasil,"0,707",22554.27 ,56385.68,"0,4532"
SC,Taio,"0,761",32781.05 ,599958.7,"0,4309"
SC,Tangara,"0,737",47114.19 ,409469.44,"0,4625"
SC,Tigrinhos,"0,717",25690.66 ,42286.82,"0,4112"
SC,Tijucas,"0,760",40901.83 ,1539749.35,"0,4275"
SC,Timbe do Sul,"0,720",24069.78 ,128869.6,"0,4974"
SC,Timbo,"0,784",42748.35 ,1858869.42,"0,4711"
SC,Timbo Grande,"0,659",25259.99 ,197331.02,"0,4800"
SC,Tres Barras,"0,706",58050.25 ,1113577.87,"0,4771"
SC,Treviso,"0,774",52568.42 ,204543.71,"0,3475"
SC,Treze de Maio,"0,729",20863.36 ,147503.95,"0,3626"
SC,Treze Tilias,"0,795",79760.98 ,613122.69,"0,6299"
SC,Trombudo Central,"0,775",34907.81 ,254268.52,"0,4477"
SC,Tubarao,"0,796",35655.22 ,3741552.29,"0,4762"
SC,Tunapolis,"0,752",27234.76 ,124217.75,"0,4113"
SC,Turvo,"0,740",42026.53 ,538191.69,"0,4036"
SC,Uniao do Oeste,"0,705",23654.13 ,59537.44,"0,3701"
SC,Urubici,"0,694",22372.89 ,250464.5,"0,5359"
SC,Urupema,"0,699",22118.42 ,54676.74,"0,4241"
SC,Urussanga,"0,772",39438.25 ,835696.61,"0,4082"
SC,Vargeao,"0,686",36899.50 ,131915.71,"0,4522"
SC,Vargem,"0,629",24351.38 ,61414.17,"0,3899"
SC,Vargem Bonita,"0,718",86539.80 ,392371.45,"0,4384"
SC,Vidal Ramos,"0,700",45291.06 ,287462.33,"0,4257"
SC,Videira,"0,764",46236.23 ,2427864.23,"0,4776"
SC,Vitor Meireles,"0,673",23643.90 ,118550.53,"0,5635"
SC,Witmarsum,"0,710",32866.88 ,129232.58,"0,4472"
SC,Xanxere,"0,775",33864.92 ,1703710.15,"0,5041"
SC,Xavantina,"0,749",54550.94 ,216185.38,"0,4719"
SC,Xaxim,"0,752",33345.93 ,947824.85,"0,4452"
SC,Zortea,"0,761",21389.69 ,71184.89,"0,4242"
SE,Amparo do Sao Francisco,"0,611",11686.42 ,27673.44,"0,5102"
SE,Aquidaba,"0,578",10753.21 ,230581.11,"0,5542"
SE,Aracaju,"0,770",26622.38 ,17276300.79,"0,6341"
SE,Araua,"0,595",10687.24 ,108667.89,"0,5104"
SE,Areia Branca,"0,579",10275.35 ,189025.42,"0,4841"
SE,Barra dos Coqueiros,"0,649",16438.72 ,491073.76,"0,6002"
SE,Boquim,"0,604",10937.23 ,292363.17,"0,5081"
SE,Brejo Grande,"0,540",9182.74 ,75886.17,"0,5200"
SE,Campo do Brito,"0,621",10975.49 ,197525.97,"0,5433"
SE,Canhoba,"0,569",10867.16 ,43588.18,"0,5254"
SE,Caninde de Sao Francisco,"0,567",73005.72 ,2148558.28,"0,5584"
SE,Capela,"0,615",11067.57 ,375235.04,"0,5563"
SE,Carira,"0,588",9961.02 ,216393.1,"0,4961"
SE,Carmopolis,"0,643",24617.01 ,401848.09,"0,5589"
SE,Cedro de Sao Joao,"0,623",9240.22 ,54332.47,"0,5338"
SE,Cristinapolis,"0,553",11570.60 ,210469.2,"0,5002"
SE,Cumbe,"0,604",9271.46 ,36872.6,"0,4877"
SE,Divina Pastora,"0,610",30179.85 ,152679.86,"0,3997"
SE,Estancia,"0,647",24677.68 ,1697923.03,"0,5383"
SE,Feira Nova,"0,584",10308.38 ,57386.77,"0,4850"
SE,Frei Paulo,"0,589",14054.71 ,214798.12,"0,4907"
SE,Gararu,"0,564",8931.64 ,103660.65,"0,6244"
SE,General Maynard,"0,645",9580.78 ,31683.63,"0,5612"
SE,Gracho Cardoso,"0,577",10474.29 ,60866.08,"0,5784"
SE,Ilha das Flores,"0,562",8448.23 ,71970.47,"0,5833"
SE,Indiaroba,"0,580",10378.32 ,184329.31,"0,5328"
SE,Itabaiana,"0,642",19020.44 ,1801159.45,"0,5312"
SE,Itabaianinha,"0,556",10278.14 ,428434.07,"0,5091"
SE,Itabi,"0,602",10881.59 ,53548.28,"0,4814"
SE,Itaporanga d'Ajuda,"0,561",26581.30 ,903604.64,"0,5081"
SE,Japaratuba,"0,621",21171.11 ,393274.56,"0,5114"
SE,Japoata,"0,560",12407.61 ,162353.54,"0,4979"
SE,Lagarto,"0,625",14239.60 ,1474880.37,"0,5069"
SE,Laranjeiras,"0,642",29166.26 ,862358.79,"0,5351"
SE,Macambira,"0,583",9345.49 ,64268.96,"0,4323"
SE,Malhada dos Bois,"0,599",11663.61 ,42747.15,"0,4686"
SE,Malhador,"0,587",10060.15 ,126566.78,"0,4563"
SE,Maruim,"0,618",18454.65 ,316552.65,"0,4994"
SE,Moita Bonita,"0,587",11419.09 ,129286.95,"0,4443"
SE,Monte Alegre de Sergipe,"0,553",9186.21 ,138895.54,"0,5692"
SE,Muribeca,"0,626",11999.29 ,91314.61,"0,4923"
SE,Neopolis,"0,589",13541.89 ,253707.23,"0,5692"
SE,Nossa Senhora Aparecida,"0,577",9529.54 ,83697.93,"0,5539"
SE,Nossa Senhora da Gloria,"0,587",15374.22 ,561374.12,"0,5280"
SE,Nossa Senhora das Dores,"0,600",11152.16 ,295086.24,"0,5211"
SE,Nossa Senhora de Lourdes,"0,598",9427.13 ,60993.51,"0,5000"
SE,Nossa Senhora do Socorro,"0,664",14090.75 ,2557513.82,"0,4980"
SE,Pacatuba,"0,555",12256.49 ,175843.89,"0,5862"
SE,Pedra Mole,"0,593",9357.23 ,30279.98,"0,5372"
SE,Pedrinhas,"0,592",8564.54 ,81688.54,"0,5223"
SE,Pinhao,"0,583",8341.66 ,54412.68,"0,5356"
SE,Pirambu,"0,603",12001.52 ,110401.99,"0,5428"
SE,Poco Redondo,"0,529",8613.54 ,296409.26,"0,6019"
SE,Poco Verde,"0,561",10106.57 ,238373.56,"0,5172"
SE,Porto da Folha,"0,568",9178.86 ,261570.01,"0,5727"
SE,Propria,"0,661",17368.48 ,513394.82,"0,5529"
SE,Riachao do Dantas,"0,539",13472.86 ,266762.63,"0,4864"
SE,Riachuelo,"0,617",16934.67 ,171717.58,"0,5069"
SE,Ribeiropolis,"0,613",16712.77 ,309654.13,"0,4590"
SE,Rosario do Catete,"0,631",36097.44 ,386134.29,"0,5148"
SE,Salgado,"0,609",8747.80 ,174693.64,"0,5115"
SE,Santa Luzia do Itanhy,"0,545",11359.84 ,158435.69,"0,5354"
SE,Santa Rosa de Lima,"0,592",11111.81 ,43380.52,"0,3179"
SE,Santana do Sao Francisco,"0,590",8917.56 ,68790.05,"0,4846"
SE,Santo Amaro das Brotas,"0,637",10468.29 ,126153.42,"0,5832"
SE,Sao Cristovao,"0,662",10061.71 ,895764.1,"0,4816"
SE,Sao Domingos,"0,588",9244.47 ,102290.01,"0,6217"
SE,Sao Francisco,"0,587",10031.79 ,39996.73,"0,5575"
SE,Sao Miguel do Aleixo,"0,567",9354.91 ,36605.75,"0,4888"
SE,Simao Dias,"0,604",13014.14 ,526890.4,"0,5013"
SE,Siriri,"0,609",16159.95 ,142417.66,"0,4790"
SE,Telha,"0,604",9854.68 ,31574.39,"0,5007"
SE,Tobias Barreto,"0,557",10753.11 ,557473.72,"0,5527"
SE,Tomar do Geru,"0,551",9325.03 ,121794.2,"0,4755"
SE,Umbauba,"0,579",13652.61 ,341765.88,"0,4664"
SP,Adamantina,"0,790",30962.66 ,1084405.13,"0,5151"
SP,Adolfo,"0,730",25867.75 ,92373.72,"0,4111"
SP,Aguai,"0,715",28041.03 ,1008187.31,"0,4804"
SP,Aguas da Prata,"0,781",20683.88 ,168304.73,"0,5305"
SP,Aguas de Lindoia,"0,745",26427.34 ,491522.07,"0,4612"
SP,Aguas de Santa Barbara,"0,757",27620.94 ,166830.49,"0,4948"
SP,Aguas de Sao Pedro,"0,854",40220.90 ,135946.64,"0,5438"
SP,Agudos,"0,745",59513.01 ,2203350.25,"0,4306"
SP,Alambari,"0,712",16981.63 ,100497.29,"0,4449"
SP,Alfredo Marcondes,"0,741",20104.35 ,83372.76,"0,3639"
SP,Altair,"0,687",25842.48 ,106832.8,"0,4243"
SP,Altinopolis,"0,730",30792.08 ,497723.2,"0,4467"
SP,Alto Alegre,"0,700",26207.29 ,107711.98,"0,4991"
SP,Aluminio,"0,766",113887.93 ,2105104.51,"0,4285"
SP,Alvares Florence,"0,728",32245.70 ,119696.03,"0,4169"
SP,Alvares Machado,"0,758",21374.06 ,530717.81,"0,4657"
SP,Alvaro de Carvalho,"0,688",9632.45 ,49886.48,"0,3867"
SP,Alvinlandia,"0,722",16190.38 ,51906.34,"0,5333"
SP,Americana,"0,811",47793.48 ,11332408.17,"0,4693"
SP,Americo Brasiliense,"0,751",24008.70 ,959435.49,"0,3972"
SP,Americo de Campos,"0,745",19767.04 ,117732.46,"0,4367"
SP,Amparo,"0,785",64804.88 ,4646509.88,"0,4977"
SP,Analandia,"0,754",37298.53 ,183993.63,"0,5326"
SP,Andradina,"0,779",33661.69 ,1922486.33,"0,5204"
SP,Angatuba,"0,719",40386.56 ,1008411.94,"0,4496"
SP,Anhembi,"0,721",27144.44 ,179886.18,"0,4241"
SP,Anhumas,"0,741",18317.06 ,74825.19,"0,4225"
SP,Aparecida,"0,755",29969.65 ,1082773.38,"0,4861"
SP,Aparecida d'Oeste,"0,721",30365.95 ,128569.45,"0,4716"
SP,Apiai,"0,710",24247.23 ,594687.48,"0,5556"
SP,Aracariguama,"0,704",149668.66 ,3270859,"0,4695"
SP,Aracatuba,"0,788",37521.17 ,7349421.34,"0,5400"
SP,Aracoiaba da Serra,"0,776",25731.56 ,861981.61,"0,5332"
SP,Aramina,"0,740",22669.33 ,126608.22,"0,4301"
SP,Arandu,"0,685",18522.28 ,117579.44,"0,3922"
SP,Arapei,"0,680",12390.56 ,30703.81,"0,3981"
